num	kind	unid	bie	term	desc	name	occur	xpath
120	ヘッダ部	UN01005692	BBIE	発注者住所1	発注者の住所1行目。	ram:LineOne	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeAgreement/ram:BuyerCITradeParty/ram:PostalCITradeAddress/ram:LineOne
121	ヘッダ部	UN01005693	BBIE	発注者住所2	発注者の住所2行目。	ram:LineTwo	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeAgreement/ram:BuyerCITradeParty/ram:PostalCITradeAddress/ram:LineTwo
122	ヘッダ部	UN01005694	BBIE	発注者住所3	発注者の住所3行目。	ram:LineThree	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeAgreement/ram:BuyerCITradeParty/ram:PostalCITradeAddress/ram:LineThree
123	ヘッダ部	UN01005700	BBIE	発注者国識別子	発注者の国ID。デフォルトは「JP」	ram:CountryID	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeAgreement/ram:BuyerCITradeParty/ram:PostalCITradeAddress/ram:CountryID
124	ヘッダ部	UN01005765	ASBIE	送信者／国際アドレスグループ	送信者の国際アドレスグループ	ram:EndPointURICIUniversalCommunication	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeAgreement/ram:BuyerCITradeParty/ram:EndPointURICIUniversalCommunication
125	ヘッダ部	UN01005857	ABIE	国際アドレスクラス	国際アドレスクラス\n（JP-PINTのアドレス方式に対応）	ram:CIUniversalCommunication	－	
126	ヘッダ部	UN01005859	BBIE	国際アドレス登録機関コード	JP-PINT対応国際アドレス登録機関のコード	ram:ChannelCode	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeAgreement/ram:BuyerCITradeParty/ram:EndPointURICIUniversalCommunication/ram:ChannelCode
127	ヘッダ部	UN01005860	BBIE	国際アドレス	jp-pint対応国際アドレス番号	ram:CompleteNumber	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeAgreement/ram:BuyerCITradeParty/ram:EndPointURICIUniversalCommunication/ram:CompleteNumber
128	ヘッダ部	UN01011516	ASBIE	インボイス文書契約／プロジェクト調達グループ	プロジェクト調達に関するグループ	ram:SpecifiedProcuringProject	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeAgreement/ram:SpecifiedProcuringProject
129	ヘッダ部	UN01000371	ABIE	プロジェクト調達クラス	プロジェクト調達に関する情報のクラス	ram:ProcuringProject	－	
130	ヘッダ部	UN01000372	BBIE	プロジェクト番号	発注品に関するプロジェクト・工事案件等を管理するための番号。	ram:ID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeAgreement/ram:SpecifiedProcuringProject/ram:ID
131	ヘッダ部	UN01000374	BBIE	プロジェクト名	発注品に関するプロジェクト・工事案件等の名称。	ram:Name	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeAgreement/ram:SpecifiedProcuringProject/ram:Name
132	ヘッダ部	UN01005939	ASBIE	インボイス文書取引内容／決済グループ	決済に関するグループ	ram:ApplicableCIIHSupplyChainTradeSettlement	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement
133	ヘッダ部	UN01005909	ABIE	インボイス文書決済クラス	インボイス文書の決済に関する情報からなるクラス。	ram:CIIHSupplyChainTradeSettlement	－	
134	ヘッダ部	UN01005913	BBIE	税通貨コード	税の通貨コード。デフォルトはJPY	ram:TaxCurrencyCode	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:TaxCurrencyCode
135	ヘッダ部	UN01005914	BBIE	インボイス文書通貨コード	インボイス文書の通貨コード。デフォルトはJPY	ram:InvoiceCurrencyCode	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoiceCurrencyCode
136	ヘッダ部	UN01005915	BBIE	支払通貨コード	請求支払通貨コード（デフォルトはJPY）	ram:PaymentCurrencyCode	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:PaymentCurrencyCode
137	ヘッダ部	UN01005916	ASBIE	インボイス文書決済／請求者グループ	請求者にかかわる情報	ram:InvoicerCITradeParty	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty
138	ヘッダ部	UN01005756	ABIE	請求者クラス	請求者に関する情報からなるクラス。	ram:CITradeParty	－	
139	ヘッダ部	UN01005757	BBIE	請求者識別子	請求者の識別子。	ram:ID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:ID
140	ヘッダ部	UN01005758	BBIE	請求者国際企業識別子	請求者の国際企業識別子。	ram:GlobalID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:GlobalID
141	ヘッダ部	UN01005759	BBIE	請求者名称	請求者の企業等を表す名称。	ram:Name	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:Name
142	ヘッダ部	UN01013039	BBIE	請求者適格請求書発行事業者登録番号	登録された請求者の適格請求書発行事業者登録番号	ram:RegisteredID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:RegisteredID
143	ヘッダ部	UN01012925	BBIE	請求者タイプコード	適格請求書発行事業者の課税区分を識別するコード	ram:TypeCode	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:TypeCode
144	ヘッダ部	UN01005761	ASBIE	請求者／連絡先グループ	請求者の連絡先に関する情報	ram:DefinedCITradeContact	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:DefinedCITradeContact
145	ヘッダ部	UN01005718	ABIE	請求者連絡先クラス	連絡先に関する情報からなるクラス。	ram:CITradeContact	－	
146	ヘッダ部	UN01005719	BBIE	請求部門識別子	請求者の請求部門を表す識別子。	ram:ID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:DefinedCITradeContact/ram:ID
147	ヘッダ部	UN01005720	BBIE	請求者担当名	請求者個人の、文字で表現された名前。	ram:PersonName	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:DefinedCITradeContact/ram:PersonName
148	ヘッダ部	UN01005721	BBIE	請求者部門名	請求者の請求部門の名称。	ram:DepartmentName	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:DefinedCITradeContact/ram:DepartmentName
149	ヘッダ部	UN01005725	BBIE	請求者担当識別子	請求者個人を表す識別子	ram:PersonID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:DefinedCITradeContact/ram:PersonID
150	ヘッダ部	UN01005726	ASBIE	連絡先／電話情報グループ	連絡先の電話に関するグループ。	ram:TelephoneCIUniversalCommunication	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:DefinedCITradeContact/ram:TelephoneCIUniversalCommunication
151	ヘッダ部	UN01005857	ABIE	電話通信クラス	通信（電話）に関する情報からなるクラス。	ram:CIUniversalCommunication	－	
152	ヘッダ部	UN01005860	BBIE	請求者電話番号	請求者の電話番号。	ram:CompleteNumber	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:DefinedCITradeContact/ram:TelephoneCIUniversalCommunication/ram:CompleteNumber
153	ヘッダ部	UN01005729	ASBIE	連絡先／FAX情報グループ	連絡先のFAXに関するグループ。	ram:FaxCIUniversalCommunication	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:DefinedCITradeContact/ram:FaxCIUniversalCommunication
154	ヘッダ部	UN01005857	ABIE	FAX通信クラス	通信（FAX）に関する情報からなるクラス。	ram:CIUniversalCommunication	－	
155	ヘッダ部	UN01005860	BBIE	請求者FAX番号	請求者のFAX番号	ram:CompleteNumber	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:DefinedCITradeContact/ram:FaxCIUniversalCommunication/ram:CompleteNumber
156	ヘッダ部	UN01005730	ASBIE	連絡先／電子メール情報グループ	連絡先の電子メールに関するグループ。	ram:EmailURICIUniversalCommunication	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:DefinedCITradeContact/ram:EmailURICIUniversalCommunication
157	ヘッダ部	UN01005857	ABIE	電子メール通信クラス	通信（電子メール）に関する情報からなるクラス。	ram:CIUniversalCommunication	－	
158	ヘッダ部	UN01005858	BBIE	請求者メールアドレス	請求者の電子メールアドレス。	ram:URIID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:DefinedCITradeContact/ram:EmailURICIUniversalCommunication/ram:URIID
159	ヘッダ部	UN01005762	ASBIE	請求者／住所グループ	請求者の住所に関するグループ。	ram:PostalCITradeAddress	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:PostalCITradeAddress
160	ヘッダ部	UN01005687	ABIE	請求者住所クラス	請求者住所に関する情報からなるクラス。	ram:CITradeAddress	－	
161	ヘッダ部	UN01005689	BBIE	請求者郵便番号	請求者の郵便番号。	ram:PostcodeCode	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:PostalCITradeAddress/ram:PostcodeCode
162	ヘッダ部	UN01005692	BBIE	請求者住所1	請求者の住所1行目。	ram:LineOne	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:PostalCITradeAddress/ram:LineOne
163	ヘッダ部	UN01005693	BBIE	請求者住所2	請求者の住所2行目。	ram:LineTwo	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:PostalCITradeAddress/ram:LineTwo
164	ヘッダ部	UN01005694	BBIE	請求者住所3	請求者の住所3行目。	ram:LineThree	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:PostalCITradeAddress/ram:LineThree
165	ヘッダ部	UN01005700	BBIE	請求者国識別子	請求者の国ID。デフォルトは「JP」	ram:CountryID	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:PostalCITradeAddress/ram:CountryID
166	ヘッダ部	UN01005763	ASBIE	送信者／国際アドレスグループ	送信者の国際アドレスグループ	ram:URICIUniversalCommunication	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:URICIUniversalCommunication
167	ヘッダ部	UN01005857	ABIE	国際アドレスクラス	国際アドレスクラス\n（JP-PINTのアドレス方式に対応）	ram:CIUniversalCommunication	－	
168	ヘッダ部	UN01005859	BBIE	国際アドレス登録機関コード	JP-PINT対応国際アドレス登録機関のコード	ram:ChannelCode	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:URICIUniversalCommunication/ram:ChannelCode
169	ヘッダ部	UN01005860	BBIE	国際アドレス	jp-pint対応国際アドレス番号	ram:CompleteNumber	1..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoicerCITradeParty/ram:URICIUniversalCommunication/ram:CompleteNumber
170	ヘッダ部	UN01005917	ASBIE	インボイス文書決済／請求先グループ	請求先にかかわるグループ	ram:InvoiceeCITradeParty	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoiceeCITradeParty
171	ヘッダ部	UN01005756	ABIE	請求先クラス	請求先に関する情報からなるクラス。	ram:CITradeParty	－	
172	ヘッダ部	UN01005757	BBIE	請求先識別子	請求を受ける企業等を表す識別子。	ram:ID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoiceeCITradeParty/ram:ID
173	ヘッダ部	UN01005758	BBIE	請求先国際企業識別子	請求を受ける企業等を表す法人識別子。	ram:GlobalID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoiceeCITradeParty/ram:GlobalID
174	ヘッダ部	UN01005759	BBIE	請求先名称	請求を受ける企業等の名称	ram:Name	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoiceeCITradeParty/ram:Name
175	ヘッダ部	UN01005761	ASBIE	請求先／連絡先グループ	請求先の連絡先に関するグループ	ram:DefinedCITradeContact	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoiceeCITradeParty/ram:DefinedCITradeContact
176	ヘッダ部	UN01005718	ABIE	請求先連絡先クラス	連絡先に関する情報からなるクラス。	ram:CITradeContact	－	
177	ヘッダ部	UN01005719	BBIE	請求先部門識別子	請求先の部門を表すコード。	ram:ID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoiceeCITradeParty/ram:DefinedCITradeContact/ram:ID
178	ヘッダ部	UN01005720	BBIE	請求先担当名	請求先の担当者の名称	ram:PersonName	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoiceeCITradeParty/ram:DefinedCITradeContact/ram:PersonName
179	ヘッダ部	UN01005721	BBIE	請求先部門名	請求先の部門を表す名称	ram:DepartmentName	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoiceeCITradeParty/ram:DefinedCITradeContact/ram:DepartmentName
180	ヘッダ部	UN01005725	BBIE	請求先担当識別子	請求先個人を表す識別子	ram:PersonID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoiceeCITradeParty/ram:DefinedCITradeContact/ram:PersonID
181	ヘッダ部	UN01005726	ASBIE	連絡先／電話情報グループ	連絡先の電話に関するグループ。	ram:TelephoneCIUniversalCommunication	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoiceeCITradeParty/ram:DefinedCITradeContact/ram:TelephoneCIUniversalCommunication
182	ヘッダ部	UN01005857	ABIE	電話通信クラス	通信（電話）に関する情報からなるクラス。	ram:CIUniversalCommunication	－	
183	ヘッダ部	UN01005860	BBIE	請求先電話番号	請求先の電話番号。	ram:CompleteNumber	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoiceeCITradeParty/ram:DefinedCITradeContact/ram:TelephoneCIUniversalCommunication/ram:CompleteNumber
184	ヘッダ部	UN01005729	ASBIE	連絡先／FAX情報グループ	連絡先のFAXに関するグループ。	ram:FaxCIUniversalCommunication	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoiceeCITradeParty/ram:DefinedCITradeContact/ram:FaxCIUniversalCommunication
185	ヘッダ部	UN01005857	ABIE	FAX通信クラス	通信（FAX）に関する情報からなるクラス。	ram:CIUniversalCommunication	－	
186	ヘッダ部	UN01005860	BBIE	請求先FAX番号	請求先のFAX番号	ram:CompleteNumber	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoiceeCITradeParty/ram:DefinedCITradeContact/ram:FaxCIUniversalCommunication/ram:CompleteNumber
187	ヘッダ部	UN01005730	ASBIE	連絡先／電子メール情報グループ	連絡先の電子メールに関するグループ。	ram:EmailURICIUniversalCommunication	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoiceeCITradeParty/ram:DefinedCITradeContact/ram:EmailURICIUniversalCommunication
188	ヘッダ部	UN01005857	ABIE	電子メール通信クラス	通信（電子メール）に関する情報からなるクラス。	ram:CIUniversalCommunication	－	
189	ヘッダ部	UN01005858	BBIE	請求先メールアドレス	請求先の電子メールアドレス。	ram:URIID	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoiceeCITradeParty/ram:DefinedCITradeContact/ram:EmailURICIUniversalCommunication/ram:URIID
190	ヘッダ部	UN01005762	ASBIE	請求先／住所グループ	請求先の住所に関するグループ。	ram:PostalCITradeAddress	0..1	rsm:CIIHSupplyChainTradeTransaction/ram:ApplicableCIIHSupplyChainTradeSettlement/ram:InvoiceeCITradeParty/ram:PostalCITradeAddress
